"V0","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013526366368730558,0.029714657437600694,0.04841546912157339,0.06897050728075403,0.08735104217463349,0.1063861324118797,0.12714318354010648,0.1506532835838692,0.17774092890328802,0.2120707731141619,0.24664025906430573,0.281884751240856,0.31579565368260853,0.3511034160542637,0.3898392218050528,0.4316266214855813,0.4775313560043317,0.527400743780124,0.5810839009821128,0.6397941319882771,0.7020989675938822,0.7677096070207909,0.835294930124398,0.903772113968157,0.9732959572711671,1.0423100636835103,1.1112758599932826,1.1796656917779715,1.2486444801165855,1.3166396405436829,1.3850524323938134,1.453561909125341,1.521814303790572,1.5902048329137133,1.6584416504546657,1.72703388175016,1.7963770037136897,1.8655066093538109,1.9355315004086668,2.0052877827808775,2.075596740873895,2.1468720857158936,2.217243772589288,2.2887463874396383,2.3599673238999626,2.431670784867419,2.503070488614277,2.5752583900512276,2.6474564256509447,2.7188555415119473,2.7909397624690717,2.8631302977004722,2.933971022122905,3.0046761211983077,3.076761250910433,3.1490993722492124,3.2195706573971834,3.291118383475823,3.3613016681295798,3.432331507670371,3.5020658866262444,3.5730884134965697,3.642748105902652,3.709977276087836,3.785959832682422,3.852708134617424,3.9279616741078724,3.992845222454827,4.067253907586546,4.136953395020645,4.203996451149633,4.266313568659029
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02929113176282938,0.058177778383909876,0.08444167042013351,0.11004329949080825,0.1358055138197374,0.16409404781688283,0.19302685838145386,0.2228465900666371,0.25072633468238315,0.27873627988192945,0.3038430871054105,0.3272009166898219,0.35204196929890275,0.37862900937921434,0.40631035331807897,0.4351372115113038,0.4647856472214944,0.4962791937211349,0.526990067893679,0.5581794907798012,0.5902511285174966,0.6251380810529221,0.6625234270376834,0.6988863316710774,0.7358157185681274,0.7734382909739822,0.8105136388739322,0.8498593872756353,0.8927478688967713,0.9410698200068226,0.9962104768709746,1.055647825630355,1.1215648832330822,1.19658384173091,1.2815612878602916,1.3792451559818741,1.4907342134117825,1.6153898559564501,1.755522242742954,1.908343515832325,2.072789593728772,2.245515138988706,2.423475182877295,2.606688456782583,2.791160784942969,2.9773792015251592,3.1640299556683806,3.354687728434622,3.543592277949798,3.733817487113087,3.9242015667524184,4.113587936082174,4.3042566334261805,4.492939057891331,4.681666404938009,4.871494715720088,5.060050798463301,5.249695395037209,5.436591147992821,5.6260399110399195,5.816769464061547,6.003722753561986,6.192705274219997,6.379555820186874,6.568249230492345,6.754461553266824,6.942306150403318,7.130495042833282,7.315688186097461,7.503036406543089,7.690221584953572,7.874531834504956,8.057714783155367,8.243339874708873,8.429355719660128,8.611749698940116,8.796198584491535,8.977524055779613,9.161088494880333,9.341624887906555,9.524837359386412,9.704450321875713,9.878468841381647,10.06937832401744,10.242536155952497,10.433446264627861,10.60427951413759,10.794537930662461,10.974682123300465,11.149810111227273,11.31622562235665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030484699393778337,-0.06984747278779492,-0.10342797952998287,-0.13487794652268895,-0.16579666481219332,-0.19570667911383818,-0.22506716801106652,-0.25501389468426905,-0.2860101479394322,-0.3179088831717245,-0.35031553388668135,-0.38040567374886264,-0.41086137418125396,-0.43796294619154646,-0.4623431091722109,-0.48659339927029516,-0.513551036622324,-0.5427515700349871,-0.5695191125808431,-0.5953996419033186,-0.6220266766488934,-0.6493256106212517,-0.6763057207814375,-0.7007981098697472,-0.7257648251366656,-0.7514392211165238,-0.7776523194374879,-0.8054243531598385,-0.8354909279532455,-0.8677494079471078,-0.9025858404533456,-0.9397716367012592,-0.9783379966578493,-1.0181629697080936,-1.0596529201040057,-1.1030736255900075,-1.1483118934694152,-1.1952489129700905,-1.244128470851665,-1.2941666468879287,-1.345466589347455,-1.3951161562392822,-1.444252636676408,-1.4928936538372934,-1.5419786472983519,-1.591312795494659,-1.6408116737784926,-1.6907589337653326,-1.7403694924363495,-1.7901840033025358,-1.8401729932376125,-1.8900482368002482,-1.9400713167006156,-1.9894719236631917,-2.0397051582104977,-2.0899474344858717,-2.139517291261308,-2.1895441084144527,-2.2392775828917726,-2.2899371432141353,-2.3396858134184857,-2.3902006551838704,-2.441057115481515,-2.4909769589732393,-2.5419451360306806,-2.5928444385697302,-2.6433851399417994,-2.693853379748655,-2.7451849469472642,-2.7970867879785284,-2.848234033541091,-2.9001298893678213,-2.9514460485207814,-3.003637256647203,-3.055174534730129,-3.1075594542540297,-3.159066851815539,-3.208531417431165,-3.263312343291183,-3.3110977275862674,-3.3656087886383452,-3.4141654476465817,-3.469407419669731,-3.5217381695910883,-3.5730364299268627,-3.6221240024072068
0.0,-0.07954319703403094,-0.1525939355871369,-0.21325350079958177,-0.2696942832478837,-0.3229869484762458,-0.3735958676036759,-0.42074782222935125,-0.45439854904752114,-0.47929266260770276,-0.5038005558317281,-0.5284767575072157,-0.5509021010536415,-0.5779562308789418,-0.6067614788281438,-0.6343411159071702,-0.6634729365866116,-0.6927574957004737,-0.7211443710247848,-0.7488075768508107,-0.7794872855243412,-0.8138797367091484,-0.8489183241553131,-0.8841812771349161,-0.9183296569503279,-0.9533992421061556,-0.986367352915701,-1.0225464871434684,-1.060185462673212,-1.0981821566147605,-1.1369279658855205,-1.1728699129380151,-1.2097813629684175,-1.249153390022899,-1.292536227345255,-1.3387502707378105,-1.3874380090095033,-1.4364437820632177,-1.4861312086590646,-1.538254819628646,-1.5936138041488592,-1.6536294768935578,-1.7180758587809275,-1.7888153248709395,-1.86598820588697,-1.9492029034557539,-2.0402144629050736,-2.136806315442138,-2.2386884866142434,-2.344119823211165,-2.4517849699016607,-2.562041588041831,-2.672677212373141,-2.784331751363523,-2.8986717522721235,-3.0163274223226124,-3.132943055227769,-3.2505185656948945,-3.3683617450273933,-3.4855617894032402,-3.603757225994077,-3.7208761457339095,-3.8380800805828037,-3.956257160557318,-4.073625619668666,-4.192025192837148,-4.308540681142866,-4.427133264827547,-4.54663511362758,-4.66384330151257,-4.782573548094786,-4.8997029803372065,-5.018668205690172,-5.135611791428223,-5.254090863726899,-5.373317816946569,-5.490067630649801,-5.608864391650176,-5.727658019649368,-5.844480243514491,-5.960765561240971,-6.078797025107541,-6.197615682161271,-6.314069457375578,-6.43202669535565,-6.547636396269952,-6.665208432133415,-6.780756123379104,-6.898224171746229,-7.013233860468603,-7.1230249427680405,-7.245613757151478,-7.355049470669623,-7.478224106747361,-7.58730862136295,-7.710687124521492,-7.827137252037904,-7.940378296448102,-8.046344490341427
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005836370826938846,-0.031975985790339743,-0.048415778015949394,-0.06273212426267032,-0.07614888705672629,-0.08589388154995549,-0.08512884755065728,-0.08195999899570264,-0.07957553828153635,-0.077438732259058,-0.0754923823671088,-0.07447926211114472,-0.07414940500627043,-0.07772288764382083,-0.08536167138832416,-0.0937999655126256,-0.10324965476701055,-0.11277044362666969,-0.12272529611304701,-0.1371310526132256,-0.15074869905755112,-0.16440096592110293,-0.17789261843560877,-0.19143182808969897,-0.2061913554611288,-0.2212883134041057,-0.23603634795289274,-0.2501427604545815,-0.2627116172911148,-0.2709467921064544,-0.2777714081323607,-0.2828674519149173,-0.29269421942563445,-0.30396038827784805,-0.3147672319251469,-0.3254063821467506,-0.33601250591355847,-0.34705060230401774,-0.3586985953801013,-0.3708456010123649,-0.3840275903310942,-0.3982607206280849,-0.4135522652261011,-0.42987747556048755,-0.4469265267488013,-0.4644218127421986,-0.48204002406951624,-0.49729071842845285,-0.5104324500284,-0.5226000273717477,-0.5340130406082075,-0.544768568692749,-0.5551205223401445,-0.5648202983224354,-0.5740246479134405,-0.5826926500989464,-0.590614653983032,-0.5981802859943915,-0.6049874899707759,-0.6114132668610773,-0.6174283596296288,-0.6227639691487085,-0.6279650323678846,-0.6326516621504535,-0.6373672326217953,-0.64187413412823,-0.646172127416383,-0.6503328811748386,-0.654427832566466,-0.6586101113903226,-0.6627371770610913,-0.6669045243746115,-0.6714061949588811,-0.6759218252119604,-0.6805937166011392,-0.6856005905609638,-0.6910062978582017,-0.696374723009969,-0.7023433366115953,-0.7082071929422424,-0.7141985426381458,-0.7201235172155344,-0.7260556464939143,-0.7313349782749102,-0.7359473175659367,-0.7400284275024992,-0.7449620853474914,-0.750520691002616,-0.7567667705236836,-0.7634891985140013,-0.7714733580365614,-0.7791401844865778
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013657691696396656,-0.050079061827361326,-0.09543317414399827,-0.13902477358256002,-0.1830652506222356,-0.23435065186251283,-0.285797349987171,-0.33375634674467497,-0.3791003446364132,-0.423526248458167,-0.46551196089368446,-0.5056761988561004,-0.5445100394451327,-0.5825867907567753,-0.6211726827250486,-0.6603812200564652,-0.6996017360779595,-0.7392291246609305,-0.7821859732478461,-0.8257761346866972,-0.8704283646307303,-0.9143885413269832,-0.958523396672998,-1.0000044609909118,-1.0420757883059724,-1.0861266309640354,-1.1326088336428515,-1.1816328102196438,-1.2331553748419786,-1.2898195237550034,-1.3528168995595342,-1.4211275528026028,-1.496127970401007,-1.580004259831965,-1.6734265005157842,-1.7793170295998264,-1.8988219876352008,-2.0309622653429726,-2.178337869520647,-2.33777070865534,-2.508317678067742,-2.686655842105596,-2.8697062511324156,-3.0576390365345025,-3.2463016039039516,-3.4360984927200113,-3.6267660707647345,-3.822061137175728,-4.015182347210248,-4.209022101993614,-4.4023819273242015,-4.593725771625432,-4.786201424563698,-4.975612016826883,-5.164065362379562,-5.353081875086657,-5.53990126018156,-5.727198694832379,-5.9103513299332,-6.096521949326695,-6.282944161886833,-6.465001827619558,-6.64837388745516,-6.828327288714348,-7.01093968517619,-7.189581331999841,-7.369968375437668,-7.551508564176222,-7.728431593024335,-7.90829263513258,-8.087655272653356,-8.264356704372686,-8.439623219507249,-8.616661504963465,-8.795141186639073,-8.970237241861373,-9.146803823596297,-9.321043780832545,-9.496815395269248,-9.669735476008675,-9.844753530075623,-10.016662456993593,-10.178782688876959,-10.360382973846953,-10.523081638713395,-10.706219218650435,-10.867435866001586,-11.050701961286165,-11.224716988905678,-11.395569443141197,-11.553583508300942
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012511505106953315,0.0378001341841418,0.06497050705473126,0.09544322249502388,0.1300476040237031,0.1692504072730677,0.21327850435188878,0.26234499959215946,0.31523010092092296,0.37214969123828473,0.4321094779017843,0.49480728844396094,0.5594648392932742,0.625243022974948,0.6922660484922802,0.7595430759602576,0.8269568216327908,0.8965381091210622,0.9694354189489329,1.0418431241064199,1.114063254860706,1.185557342324084,1.2556104143170526,1.3260489373522466,1.3943964182087965,1.4614901818866575,1.528109568357077,1.5932554377373476,1.657816758150257,1.7197983112382165,1.7829800570926402,1.8454172847247552,1.9056298180266091,1.9655763089836682,2.02331140454495,2.082227921372329,2.138613993915313,2.19532524090295,2.25272581693172,2.3075280981642563,2.3636489734670327,2.419096731817944,2.4738939462106875,2.5277464463245054,2.5813675695376346,2.63573530649877,2.6891290645124797,2.7424503393405217,2.7955928670626986,2.8484326976775396,2.9005436728317067,2.9527067459986562,3.0049229999058165,3.0526840871105465,3.1054714087885302,3.1540988411073063,3.207511227515755,3.254639204353514,3.3085805041489937,3.36126832303068,3.4142051146820527,3.461817846588307
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01879492130319385,-0.04860123384381373,-0.07688567080459392,-0.1033941170436223,-0.12711742192097267,-0.14680480549470926,-0.16589237561648437,-0.18454494388928142,-0.20352436015571163,-0.22279054474287488,-0.2441182000993358,-0.2669761061839539,-0.2907260619835773,-0.31550430249100125,-0.34044106460608514,-0.36493888236799427,-0.3882709960888985,-0.4121712294192749,-0.4416257096143658,-0.4708349336169906,-0.500109661282674,-0.5318498585019855,-0.5652888025428345,-0.5981534467032001,-0.6304424772265829,-0.6626056595912183,-0.6951536320864506,-0.7273441827086982,-0.7581253592259262,-0.7898026678739953,-0.822097795892143,-0.855363849718621,-0.8892454898398934,-0.9236262082645487,-0.9587010644844307,-0.995044260897621,-1.033107179520505,-1.0732593594757698,-1.1164996386352244,-1.1628508696271485,-1.212683856987677,-1.2658575777436691,-1.3222269974288574,-1.3815682316043423,-1.4430837792658087,-1.5065923120060645,-1.5671765940719642,-1.6262369219691828,-1.685098269325071,-1.74468796531355,-1.8050085647603673,-1.8661702180524125,-1.9279859495168326,-1.9901661796028585,-2.053041633712645,-2.1163627746513374,-2.1800834214561493,-2.2441837344362785,-2.308375169814184,-2.373243319053812,-2.4383292969450925,-2.5031351486450815,-2.568659978521966,-2.6342212583491365,-2.7008060569896535,-2.766800358958479,-2.8337572833675906,-2.9009434491726305,-2.967306787119466,-3.0349012250291665,-3.1023363898783507,-3.1693305469148494,-3.2364700963616997,-3.304714805567009,-3.3741435308214114,-3.4423220420780263,-3.5114135296282876,-3.580188087990363,-3.6496896959832577,-3.718333284422169,-3.7880145822491835,-3.8571333239372887,-3.9233531348325426,-3.9960269010688885,-4.058773404247163,-4.130705919430826,-4.193367792561043,-4.2667555768941785,-4.336805720216487,-4.4059997445746735,-4.470008873799272
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042047397430632134,0.09271375157741292,0.13851501348100664,0.18360414470886888,0.22781435217085022,0.27079545811545425,0.3129399504665078,0.35493516431268474,0.39716469298909857,0.4391659557510337,0.48072392953363635,0.522833401829277,0.5655232099694961,0.6051914998127772,0.6454824374856092,0.6864335964315262,0.7295909431920645,0.7745415715109293,0.8171882216864932,0.8597657926855001,0.9038951214961738,0.950151243542322,0.9979227459813449,1.048153358756761,1.0988936961014761,1.1506349553968471,1.1985886698797223,1.2464002574844213,1.2968306057285608,1.3498547702812147,1.4066121022829543,1.467257445264073,1.5311239102298522,1.599420982073921,1.6710996430301919,1.746329542993709,1.8243529722633505,1.9045994966733328,1.9876378100073935,2.0722843875156167,2.1591349313397283,2.244598114840345,2.3317734821876543,2.4200792203100634,2.510848001122888,2.6036686509203726,2.69823391876308,2.795022797018282,2.892915072585136,2.9926400014776213,3.0943779278991173,3.1971306130837127,3.3019037412506997,3.406974853600472,3.514241922705629,3.6231977401666913,3.7316742989764866,3.8422741155114206,3.952689272035332,4.065067455550779,4.176529960533512,4.289921579726989,4.403911157295407,4.51638382115985,4.631031417755297,4.745678577210618,4.858659166102625,4.971668051451272,5.086800489557931,5.202560325875551,5.315653170887768,5.430558604764976,5.54259771309718,5.65735621823553,5.770284200287991,5.885429812350564,5.9984176891818874,6.107231848401725,6.23035003610321,6.336510198440698,6.4602740770431755,6.565727417941266,6.688875039506932,6.801719123300287,6.910282636048812,7.011390221372338
0.0,0.0,0.0,-0.05995268809042859,-0.11912622087325621,-0.17482059647973053,-0.22760957249886254,-0.2771377310715899,-0.32084425567320546,-0.3665656583395667,-0.4112550994857089,-0.4551191208782289,-0.500576769182228,-0.5478461127563283,-0.5958983912865105,-0.6433104348283515,-0.6899765459392545,-0.7378128995143173,-0.7873113746008904,-0.838330416179766,-0.8866455880346966,-0.9324731494486528,-0.9794720735625078,-1.0280743398848255,-1.081672567217001,-1.1365302663477286,-1.1955755802142498,-1.2572942032975545,-1.3206776475147763,-1.3850250408998988,-1.4507939483970393,-1.5194147660297321,-1.5900828417285564,-1.6629940991299856,-1.7383448514232194,-1.8158300776388,-1.8944202660037188,-1.9756310550795422,-2.0604896385066978,-2.1465809656195196,-2.237972981093503,-2.3380547724462164,-2.4475301389932356,-2.568997528150965,-2.7033202232620765,-2.8492090744576752,-3.0090708327647344,-3.179715667286211,-3.3604765132513994,-3.548622973422127,-3.7418630858348183,-3.940426354652042,-4.140967098578335,-4.343998657529581,-4.5467240479885955,-4.75259005351963,-4.957348452925363,-5.163933450686385,-5.371483981479418,-5.579020926375378,-5.788765778859893,-5.997262618883571,-6.2064765787368765,-6.417263120357282,-6.627548273327637,-6.839386095000752,-7.0488372952112925,-7.261885408635663,-7.4762970898752545,-7.687567364991579,-7.901363959556832,-8.113196050840148,-8.328168703560312,-8.540240193660818,-8.75496615072668,-8.970972001665825,-9.183221978325774,-9.399046217157444,-9.614463518831057,-9.82737305857509,-10.0397053110769,-10.25483096025406,-10.47151196476214,-10.684468925428254,-10.899613305202815,-11.111365172784977,-11.326552618579933,-11.538849214897924,-11.754103631897053,-11.965701502081894,-12.16869784390284,-12.393724142519797,-12.59424819641497,-12.82049805259046,-13.020852745225852,-13.247381591860735,-13.46074540262315,-13.669778285780302,-13.866311809884131
